personid,gender,birthmonth,birthyear,highestgradecompleted,maritalstatus,childathome,childnotathome,wageincome,weeklyhrscomputer,weeklyhrstv,nightlyhrssleep,satverbal,satmath,gpaoverall,gpaenglish,gpamath,gpascience,highestdegree,govprovidejobs,govpricecontrols,weeksworked17
825944,Female,7,1984,14,Married,,,27000,10 hours or more a week,11 to 20 hours a week,6,,,315,313,160,323,2. High School,,,52
826194,Male,12,1982,13,Never-married,,,45000,7 to 9 hours a week,Less than 2 hours per week,6,,,,,,,2. High School,2. Probably ,1. Definitely,52
826254,Male,2,1980,,,,,,,,,,,329,231,390,316,2. High School,,,
826299,Female,12,1980,16,Divorced,1,0,42500,10 hours or more a week,3 to 10 hours a week,7,570,540,386,375,348,400,4. Bachelors,,,49
826332,Female,7,1982,17,Never-married,1,0,5000,7 to 9 hours a week,11 to 20 hours a week,7,340,400,235,235,190,100,4. Bachelors,,,27
826389,Female,11,1982,19,Never-married,1,0,100000,10 hours or more a week,More than 40 hours a week,4,,,370,407,419,373,4. Bachelors,,,52
826410,Female,1,1983,17,Married,3,0,48000,10 hours or more a week,3 to 10 hours a week,7,,,327,338,293,318,4. Bachelors,,,52
826510,Female,10,1981,16,Divorced,,,41000,10 hours or more a week,3 to 10 hours a week,7,,,318,300,227,363,2. High School,,,52
826546,Male,12,1983,,,,,,,,,,,325,380,277,235,2. High School,,,
826825,Female,7,1981,15,Never-married,4,0,12000,1 to 3 hours a week,3 to 10 hours a week,7,,,320,371,260,280,3. Associates,,,50
826842,Male,9,1980,,,,,,,,,,,229,190,280,100,0. None,1. Definitely,1. Definitely,
826902,Male,8,1981,14,Married,1,1,70000,10 hours or more a week,3 to 10 hours a week,7,,,356,333,375,350,2. High School,4. Definitely not,2. Probably ,0
826904,Female,10,1984,14,Never-married,2,0,38000,10 hours or more a week,3 to 10 hours a week,7,,,328,364,316,313,2. High School,3. Probably not,1. Definitely,52
826949,Female,9,1983,12,Married,2,0,,4 to 6 hours a week,3 to 10 hours a week,8,420,410,248,170,328,270,2. High School,,,0
826971,Male,11,1980,12,Never-married,,,20000,4 to 6 hours a week,Less than 2 hours per week,6,,,253,176,172,260,2. High School,,,51
826978,Female,10,1980,12,Never-married,1,0,6000,10 hours or more a week,21 to 30 hours a week,6,,,213,235,160,220,2. High School,4. Definitely not,4. Definitely not,34
827135,Male,3,1982,,,,,,,,,,,356,366,297,367,4. Bachelors,,,
827251,Female,6,1984,16,Never-married,2,0,47000,7 to 9 hours a week,3 to 10 hours a week,6,350,340,318,325,195,320,4. Bachelors,,,48
827541,Male,2,1984,13,Never-married,,,42000,10 hours or more a week,More than 40 hours a week,5,,,308,280,260,367,2. High School,,,0
827571,Female,5,1980,14,Married,3,0,26000,10 hours or more a week,Less than 2 hours per week,6,,,282,283,288,223,2. High School,4. Definitely not,3. Probably not,49
827641,Female,8,1982,,,,,,,,,,,209,243,100,223,2. High School,,,
827667,Female,7,1981,10,Never-married,2,1,1000,4 to 6 hours a week,3 to 10 hours a week,5,,,,,,,1. GED,,,
827706,Female,10,1981,8,Divorced,1,0,25000,Less than 1 hour a week,Less than 2 hours per week,7,,,,,,,0. None,,,52
827896,Female,9,1984,12,Divorced,,,,Less than 1 hour a week,Less than 2 hours per week,8,,,265,223,280,210,2. High School,,,50
828019,Female,8,1981,6,Never-married,1,1,28000,10 hours or more a week,3 to 10 hours a week,7,,,,,,,0. None,2. Probably ,1. Definitely,27
828061,Male,1,1984,14,Never-married,,,30000,7 to 9 hours a week,3 to 10 hours a week,6,520,450,215,235,78,148,2. High School,,,52
828251,Male,12,1981,15,Married,6,0,62000,10 hours or more a week,11 to 20 hours a week,7,310,350,288,275,262,308,3. Associates,,,47
828277,Male,6,1981,20,Married,2,0,235884,10 hours or more a week,11 to 20 hours a week,7,530,550,346,330,345,346,7. Professional,,,52
828289,Male,1,1983,13,Divorced,,,39000,7 to 9 hours a week,Less than 2 hours per week,5,,,180,118,197,103,2. High School,,,52
828302,Female,6,1984,11,Never-married,6,0,4935,1 to 3 hours a week,3 to 10 hours a week,8,,,216,100,280,216,0. None,,,37
828521,Male,2,1984,15,Never-married,,,,10 hours or more a week,Less than 2 hours per week,7,,,233,190,190,268,3. Associates,,,49
828675,Female,8,1983,19,Married,,,,None,11 to 20 hours a week,7,460,350,286,200,240,207,5. Masters,,,0
828969,Male,12,1984,13,Never-married,,,12000,10 hours or more a week,21 to 30 hours a week,4,,,247,224,190,235,2. High School,,,34
829135,Male,6,1983,12,Married,2,0,43000,10 hours or more a week,11 to 20 hours a week,6,,,,,,,2. High School,,,52
829241,Female,6,1981,16,Married,,,40000,10 hours or more a week,Less than 2 hours per week,6,,,,,,,4. Bachelors,,,52
829470,Male,3,1981,9,Divorced,,,40000,10 hours or more a week,3 to 10 hours a week,6,,,311,290,280,280,1. GED,,,47
829647,Female,3,1983,12,,,,,1 to 3 hours a week,21 to 30 hours a week,7,,,,,,,2. High School,,,16
829990,Male,7,1983,9,Married,0,2,,10 hours or more a week,3 to 10 hours a week,8,,,260,,280,300,1. GED,,,5
829993,Female,3,1980,16,Married,4,0,30000,10 hours or more a week,3 to 10 hours a week,7,,,255,253,174,243,4. Bachelors,4. Definitely not,3. Probably not,52
830019,Female,10,1984,12,Never-married,1,0,,None,More than 40 hours a week,6,,,,,,,0. None,1. Definitely,1. Definitely,0
830030,Male,11,1982,16,Married,3,0,115000,10 hours or more a week,11 to 20 hours a week,7,,,388,318,377,385,4. Bachelors,3. Probably not,1. Definitely,47
830041,Male,9,1984,,,,,,,,,,,,,,,2. High School,,,
830081,Male,3,1982,13,Married,0,3,58000,1 to 3 hours a week,3 to 10 hours a week,6,,,,,,,2. High School,,,52
830242,Female,8,1980,,,,,,,,,570,570,364,325,375,367,5. Masters,,,
830297,Male,9,1983,17,Married,2,1,12000,7 to 9 hours a week,3 to 10 hours a week,7,,,,,,,4. Bachelors,2. Probably ,1. Definitely,52
830335,Male,12,1982,12,Married,,,35000,10 hours or more a week,3 to 10 hours a week,8,,,278,261,308,328,2. High School,,,52
830417,Male,2,1984,12,Never-married,,,60000,10 hours or more a week,11 to 20 hours a week,5,,,,,,,2. High School,,,52
830516,Male,7,1984,,,,,,,,,,,309,298,290,320,2. High School,,,
830569,Female,1,1980,14,Separated,2,2,40000,10 hours or more a week,3 to 10 hours a week,5,,,151,120,300,190,3. Associates,,,40
830828,Male,11,1983,11,Never-married,0,1,18000,Less than 1 hour a week,3 to 10 hours a week,6,,,,,,,1. GED,,,52
830931,Male,11,1982,16,Married,3,0,65000,10 hours or more a week,3 to 10 hours a week,7,,,,,,,4. Bachelors,3. Probably not,2. Probably ,50
830968,Female,12,1981,20,Married,,,70000,10 hours or more a week,3 to 10 hours a week,7,,,,,,,6. PhD,,,52
830977,Female,3,1983,,,,,,,,,,,,,,,0. None,,,
831138,Female,10,1983,17,Separated,3,0,,Less than 1 hour a week,3 to 10 hours a week,4,,,,,,,4. Bachelors,,,0
831152,Male,6,1982,,,,,,,,,,,270,338,321,298,2. High School,,,
831174,Female,2,1984,12,Divorced,0,1,18000,None,3 to 10 hours a week,8,,,307,296,293,290,2. High School,,,43
831277,Female,7,1980,18,,1,0,44000,1 to 3 hours a week,Less than 2 hours per week,8,470,470,273,290,220,293,5. Masters,3. Probably not,2. Probably ,52
831362,Male,8,1984,12,Divorced,,,57000,None,Less than 2 hours per week,6,,,,,,,2. High School,,,52
831377,Male,3,1983,12,Never-married,0,2,30000,4 to 6 hours a week,Less than 2 hours per week,6,,,205,160,100,100,2. High School,,,48
831386,Male,5,1983,12,Separated,0,2,19000,None,Less than 2 hours per week,8,,,266,250,313,220,2. High School,,,51
831417,Male,4,1983,,,,,,,,,,,,,,,2. High School,,,
831748,Female,3,1981,14,Never-married,3,0,20000,Less than 1 hour a week,3 to 10 hours a week,7,,,,,,,2. High School,,,0
831751,Male,7,1984,13,Never-married,,,40000,1 to 3 hours a week,3 to 10 hours a week,7,,,164,155,97,192,2. High School,,,49
831769,Female,5,1980,,,,,,,,,,,194,285,247,85,2. High School,,,
831991,Female,10,1983,10,Widowed,,,10000,4 to 6 hours a week,3 to 10 hours a week,6,,,185,100,,100,0. None,,,25
832015,Male,2,1982,9,Married,0,3,10000,4 to 6 hours a week,Less than 2 hours per week,8,,,162,100,,,0. None,,,47
832084,Male,7,1980,19,Married,1,0,235884,10 hours or more a week,3 to 10 hours a week,7,590,660,400,400,400,400,5. Masters,,,49
832085,Male,1,1983,14,Married,2,0,53000,10 hours or more a week,3 to 10 hours a week,6,470,560,342,318,347,353,2. High School,,,52
832148,Female,4,1983,19,Married,3,0,58000,10 hours or more a week,Less than 2 hours per week,6,400,470,365,356,325,383,5. Masters,,,51
832261,Male,1,1981,,,,,,,,,,,,,,,2. High School,,,
832351,Female,2,1983,12,Divorced,4,0,,4 to 6 hours a week,3 to 10 hours a week,8,,,351,336,333,320,2. High School,2. Probably ,1. Definitely,48
832408,Female,7,1980,11,Never-married,2,0,,None,3 to 10 hours a week,6,,,,,,,0. None,3. Probably not,2. Probably ,0
832521,Male,6,1984,10,Never-married,0,2,33000,4 to 6 hours a week,31 to 40 hours a week,7,,,267,290,240,187,0. None,,,49
832531,Male,4,1983,9,Married,3,0,60000,1 to 3 hours a week,11 to 20 hours a week,8,,,,,,,0. None,,,52
832568,Male,2,1981,18,Married,2,0,92000,10 hours or more a week,3 to 10 hours a week,6,510,440,273,235,267,292,5. Masters,,,49
832587,Female,5,1982,20,Married,2,0,48000,10 hours or more a week,Less than 2 hours per week,6,,,327,351,320,282,5. Masters,,,52
832596,Female,6,1980,13,Divorced,3,0,500,None,11 to 20 hours a week,6,,,327,295,315,293,2. High School,,,0
832714,Female,12,1984,14,Never-married,,,3000,10 hours or more a week,3 to 10 hours a week,7,,,,,,,3. Associates,1. Definitely,1. Definitely,24
832734,Male,3,1984,12,Never-married,,,3000,None,Less than 2 hours per week,8,,,,,,,2. High School,,,26
832788,Female,1,1984,9,Divorced,2,2,5000,1 to 3 hours a week,More than 40 hours a week,4,,,261,190,280,190,0. None,,,47
832823,Male,9,1981,10,Never-married,0,2,,None,3 to 10 hours a week,7,,,,,,,1. GED,,,43
832876,Female,7,1984,17,Married,2,0,14000,10 hours or more a week,3 to 10 hours a week,6,330,270,322,335,323,255,4. Bachelors,,,52
832968,Male,3,1982,15,Married,2,0,40000,7 to 9 hours a week,3 to 10 hours a week,5,,,265,190,300,233,2. High School,,,52
833184,Male,9,1984,,,,,,,,,,,123,100,100,190,0. None,,,
833500,Female,4,1980,,,,,,,,,,,205,203,177,194,3. Associates,,,
833504,Male,9,1980,,,,,,,,,,,216,164,260,195,0. None,,,
833557,Female,4,1980,,,,,,,,,,,,,,,0. None,,,
833585,Female,7,1984,16,Married,2,0,12000,1 to 3 hours a week,3 to 10 hours a week,7,,,270,266,150,172,4. Bachelors,,,26
833670,Female,1,1980,14,Never-married,2,0,,10 hours or more a week,21 to 30 hours a week,6,,,296,288,280,290,3. Associates,,,0
833721,Female,1,1983,,,,,,,,,,,,,,,2. High School,,,
833722,Female,5,1980,13,Married,,,,10 hours or more a week,11 to 20 hours a week,6,,,320,345,293,343,2. High School,,,0
833817,Male,8,1983,,,,,,,,,,,231,195,195,160,2. High School,1. Definitely,1. Definitely,
834156,Male,1,1984,15,Never-married,,,30000,10 hours or more a week,3 to 10 hours a week,7,,,282,251,265,290,3. Associates,,,52
834260,Male,4,1984,12,Never-married,,,,10 hours or more a week,3 to 10 hours a week,8,,,,,,,2. High School,,,0
834302,Female,4,1983,17,Married,2,0,20000,4 to 6 hours a week,11 to 20 hours a week,9,,,240,274,292,178,4. Bachelors,,,0
834304,Male,12,1983,12,Never-married,1,1,,None,3 to 10 hours a week,8,,,100,,,,2. High School,,,0
834324,Male,10,1983,95,Married,,,75000,10 hours or more a week,Less than 2 hours per week,7,720,680,375,370,371,370,6. PhD,,,52
834387,Female,5,1980,14,Married,3,0,35000,10 hours or more a week,3 to 10 hours a week,7,,,245,247,180,315,3. Associates,,,52
834487,Female,6,1980,16,Married,2,0,20000,4 to 6 hours a week,11 to 20 hours a week,8,450,420,296,295,220,288,4. Bachelors,,,52
834606,Male,8,1982,15,Married,4,0,30000,7 to 9 hours a week,Less than 2 hours per week,7,,,,,,,3. Associates,,,45
834609,Female,4,1983,20,Married,1,0,120000,10 hours or more a week,3 to 10 hours a week,6,530,530,365,340,367,333,5. Masters,,,52
834650,Male,1,1984,,,,,,,,,,,252,133,204,240,0. None,,,
834694,Male,2,1983,12,Married,2,0,50000,10 hours or more a week,Less than 2 hours per week,6,,,,,,,2. High School,3. Probably not,1. Definitely,52
834993,Male,3,1983,,,,,,,,,570,620,321,333,308,321,4. Bachelors,,,
835064,Male,8,1984,,Never-married,,,,10 hours or more a week,3 to 10 hours a week,6,,,,,,,1. GED,,,49
835079,Female,6,1981,,,,,,,,,,,270,231,286,300,2. High School,,,
835184,Female,6,1980,14,Married,4,0,,7 to 9 hours a week,More than 40 hours a week,8,,,271,267,257,245,2. High School,,,50
835653,Male,5,1984,16,Married,,,62000,10 hours or more a week,Less than 2 hours per week,7,,,,,,,4. Bachelors,,,49
835672,Male,1,1983,12,Married,3,0,60000,None,11 to 20 hours a week,7,,,,,,,2. High School,,,52
835780,Male,1,1980,12,Divorced,0,2,20000,4 to 6 hours a week,Less than 2 hours per week,5,,,248,244,228,153,2. High School,3. Probably not,1. Definitely,46
835819,Male,4,1983,14,Never-married,1,1,31000,10 hours or more a week,3 to 10 hours a week,6,,,250,223,240,287,3. Associates,,,48
835899,Female,1,1982,14,Married,2,1,20000,4 to 6 hours a week,11 to 20 hours a week,4,,,289,300,290,280,1. GED,2. Probably ,1. Definitely,50
835966,Male,2,1982,12,Never-married,1,1,,4 to 6 hours a week,3 to 10 hours a week,8,,,241,205,198,250,2. High School,,,0
836390,Female,12,1980,15,Married,4,0,30000,1 to 3 hours a week,3 to 10 hours a week,7,,685,309,315,240,235,2. High School,,,52
836612,Male,9,1981,14,Never-married,0,1,8000,10 hours or more a week,Less than 2 hours per week,6,,,293,363,289,317,3. Associates,,,44
836746,Female,5,1983,16,Married,1,0,,7 to 9 hours a week,21 to 30 hours a week,7,,,,,,,4. Bachelors,,,0
836775,Female,1,1982,,,,,,,,,,,186,100,,,0. None,,,
836778,Male,1,1981,,,,,,,,,,,266,295,190,227,2. High School,,,
836819,Female,2,1981,12,Married,1,0,25000,4 to 6 hours a week,3 to 10 hours a week,7,500,490,309,318,316,298,2. High School,,,41
837093,Female,12,1982,15,Married,1,0,30500,10 hours or more a week,3 to 10 hours a week,3,,,,,,,2. High School,,,42
837180,Male,4,1981,,,,,,,,,,,,,,,0. None,,,
837529,Female,11,1982,17,Never-married,,,88000,10 hours or more a week,3 to 10 hours a week,7,,,,,,,4. Bachelors,,,45
837539,Female,7,1984,14,Married,3,0,42000,10 hours or more a week,3 to 10 hours a week,6,,,293,327,274,253,3. Associates,,,52
837564,Female,11,1980,14,Married,2,0,27295,None,3 to 10 hours a week,8,,,225,172,190,290,2. High School,,,0
837568,Male,1,1981,,,,,,,,,,,145,,,,2. High School,1. Definitely,1. Definitely,
837946,Male,7,1981,,,,,,,,,,,,,,,1. GED,,,
838037,Female,11,1983,9,Married,2,0,1500,1 to 3 hours a week,3 to 10 hours a week,7,,,307,170,300,,1. GED,,,52
838078,Male,6,1982,18,Never-married,,,35000,4 to 6 hours a week,11 to 20 hours a week,8,460,500,321,266,319,274,2. High School,,,52
838138,Male,4,1981,,,,,,,,,,,266,235,208,280,2. High School,,,
838169,Female,7,1982,16,Married,3,0,49000,1 to 3 hours a week,Less than 2 hours per week,6,,,,,,,4. Bachelors,,,52
838236,Male,11,1982,12,Married,0,4,5000,None,Less than 2 hours per week,6,,,292,340,295,,2. High School,1. Definitely,1. Definitely,28
838244,Female,5,1984,14,Never-married,1,0,,10 hours or more a week,11 to 20 hours a week,8,,,248,277,252,100,2. High School,,,31
838597,Male,1,1984,12,Married,,,38000,None,11 to 20 hours a week,7,,,269,194,302,218,2. High School,3. Probably not,2. Probably ,52
838599,Male,11,1983,12,Married,2,0,75000,10 hours or more a week,3 to 10 hours a week,6,,,295,333,300,195,2. High School,,,52
838705,Female,10,1981,16,Married,2,0,125000,4 to 6 hours a week,3 to 10 hours a week,7,,,,,,,4. Bachelors,,,0
838778,Female,12,1981,,,,,,,,,,,244,221,190,212,3. Associates,,,
838899,Female,11,1982,12,Married,4,0,,10 hours or more a week,3 to 10 hours a week,5,,,253,212,220,245,2. High School,,,52
838983,Male,3,1983,15,Married,,,63000,None,3 to 10 hours a week,6,,,217,,,,2. High School,,,45
839183,Male,6,1983,14,Married,1,1,14000,10 hours or more a week,3 to 10 hours a week,7,,,208,100,280,100,1. GED,,,52
839196,Female,9,1984,15,Never-married,,,,10 hours or more a week,More than 40 hours a week,6,,,,,,,2. High School,,,0
839248,Male,5,1983,13,Never-married,,,35000,10 hours or more a week,3 to 10 hours a week,6,570,600,289,245,325,310,2. High School,,,49
839332,Male,3,1983,10,Never-married,,,,None,3 to 10 hours a week,6,,,,,,,0. None,,,0
839357,Male,3,1981,12,Separated,0,3,25000,10 hours or more a week,3 to 10 hours a week,3,,,249,280,227,225,2. High School,,,52
839404,Male,11,1981,13,Never-married,,,,None,31 to 40 hours a week,7,,,304,262,283,287,2. High School,,,28
839430,Male,5,1981,,,,,,,,,,,,,,,2. High School,,,
839436,Male,4,1982,14,Never-married,,,42000,10 hours or more a week,11 to 20 hours a week,5,540,650,346,350,367,300,2. High School,,,52
839683,Male,2,1983,,,,,,,,,,,311,329,281,258,4. Bachelors,,,
840072,Female,12,1983,16,Never-married,1,0,,Less than 1 hour a week,3 to 10 hours a week,5,,,,,,,4. Bachelors,2. Probably ,2. Probably ,52
840080,Male,3,1984,16,Married,,,235884,10 hours or more a week,3 to 10 hours a week,6,560,600,267,285,295,293,4. Bachelors,,,52
840094,Female,5,1982,12,Married,4,0,27000,None,3 to 10 hours a week,7,,,279,295,160,220,2. High School,3. Probably not,2. Probably ,52
840095,Male,8,1983,,,,,,,,,580,620,355,354,323,311,4. Bachelors,,,
840119,Male,7,1981,18,Married,2,0,93000,10 hours or more a week,11 to 20 hours a week,6,,,302,400,350,317,5. Masters,,,52
840213,Male,3,1981,19,Married,3,0,60000,10 hours or more a week,Less than 2 hours per week,6,470,530,268,285,295,215,5. Masters,3. Probably not,1. Definitely,52
840271,Female,11,1980,13,Divorced,2,0,,None,3 to 10 hours a week,6,500,420,321,303,323,327,2. High School,,,
840283,Male,7,1984,,,,,,,,,,,,,,,0. None,,,
840329,Male,2,1983,10,Never-married,0,5,,None,Less than 2 hours per week,4,,,,,,,0. None,,,0
840526,Female,2,1984,,,,,,,,,,,,,,,2. High School,,,
840537,Female,5,1982,12,Married,1,0,90000,4 to 6 hours a week,Less than 2 hours per week,7,,,,,,,2. High School,,,45
840554,Male,3,1982,12,Never-married,,,49000,10 hours or more a week,3 to 10 hours a week,8,,,296,200,313,300,2. High School,,,52
840596,Male,12,1980,9,Never-married,0,2,10000,None,11 to 20 hours a week,6,,,,,,,0. None,,,52
840807,Female,7,1981,12,Married,2,0,,None,Less than 2 hours per week,3,,,293,243,180,300,2. High School,,,44
840822,Female,1,1982,12,Never-married,1,0,,10 hours or more a week,11 to 20 hours a week,7,310,370,209,193,220,190,2. High School,,,10
840866,Male,6,1984,16,Never-married,,,41000,10 hours or more a week,21 to 30 hours a week,7,,,348,357,328,323,4. Bachelors,,,1
841071,Male,4,1982,14,Never-married,2,0,22000,1 to 3 hours a week,3 to 10 hours a week,6,350,430,169,198,160,200,2. High School,,,48
841074,Female,3,1984,,,,,,,,,,,,,,,2. High School,,,
841142,Male,4,1983,14,Married,3,0,46000,10 hours or more a week,3 to 10 hours a week,6,,,347,323,333,325,2. High School,,,52
841233,Female,11,1983,,Never-married,,,28000,Less than 1 hour a week,3 to 10 hours a week,7,,,,,,,,2. Probably ,2. Probably ,28
841271,Male,2,1980,8,Married,0,2,25000,10 hours or more a week,11 to 20 hours a week,7,,,,,,,1. GED,,,51
841286,Male,2,1980,13,Married,2,0,100000,4 to 6 hours a week,3 to 10 hours a week,5,,,310,303,209,303,2. High School,,,48
841722,Female,4,1983,15,Never-married,2,0,35000,10 hours or more a week,3 to 10 hours a week,7,,,355,388,323,371,2. High School,,,48
841753,Male,7,1983,12,Married,2,0,85000,7 to 9 hours a week,3 to 10 hours a week,7,460,510,357,317,317,317,2. High School,,,52
841827,Female,3,1983,16,Never-married,,,83000,10 hours or more a week,Less than 2 hours per week,6,570,530,370,349,330,330,4. Bachelors,3. Probably not,2. Probably ,52
841946,Male,8,1981,8,Never-married,0,2,,None,11 to 20 hours a week,6,,,,,,,0. None,,,52
842097,Male,4,1982,,,,,,,,,680,700,395,390,391,400,5. Masters,,,
842118,Female,8,1982,11,Married,6,0,25000,1 to 3 hours a week,31 to 40 hours a week,8,,,202,150,162,233,1. GED,,,52
